From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
CAB13959.1	O34449	reviewed	YOQD_BACSU	SPbeta prophage-derived putative antirepressor protein YoqD	yoqD BSU20670	Bacillus subtilis (strain 168)	251
CAB13960.1	O34834	reviewed	YOQC_BACSU	SPbeta prophage-derived uncharacterized protein YoqC	yoqC BSU20680	Bacillus subtilis (strain 168)	135
CAB13961.1	O34831	reviewed	YOQB_BACSU	SPbeta prophage-derived uncharacterized protein YoqB	yoqB BSU20690	Bacillus subtilis (strain 168)	112
CAB13962.1	O34988	reviewed	YOQA_BACSU	SPbeta prophage-derived uncharacterized protein YoqA	yoqA BSU20700	Bacillus subtilis (strain 168)	116
CAB13963.1	O34509	reviewed	YOPZ_BACSU	SPbeta prophage-derived uncharacterized protein YopZ	yopZ BSU20710	Bacillus subtilis (strain 168)	67
CAB13964.1	O34730	reviewed	YOPY_BACSU	SPbeta prophage-derived uncharacterized protein YopY	yopY BSU20720	Bacillus subtilis (strain 168)	92
CAB13965.1	O34401	reviewed	YOPX_BACSU	SPbeta prophage-derived uncharacterized protein YopX	yopX BSU20730	Bacillus subtilis (strain 168)	134
CAB13966.1	O34838	reviewed	YOPW_BACSU	SPbeta prophage-derived uncharacterized protein YopW	yopW BSU20740	Bacillus subtilis (strain 168)	111
CAB13967.1	O34869	reviewed	YOPV_BACSU	SPbeta prophage-derived uncharacterized protein YopV	yopV BSU20750	Bacillus subtilis (strain 168)	64
CAB13968.1	O34937	reviewed	YOPU_BACSU	SPbeta prophage-derived uncharacterized protein YopU	yopU BSU20760	Bacillus subtilis (strain 168)	65
CAB13969.1	O34498	reviewed	YOPT_BACSU	SPbeta prophage-derived uncharacterized protein YopT	yopT BSU20770	Bacillus subtilis (strain 168)	72
CAB13970.1	O34766	reviewed	YOPS_BACSU	SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YopS	yopS BSU20780	Bacillus subtilis (strain 168)	74
CAB13971.2	O34558	reviewed	YOPR_BACSU	SPbeta prophage-derived uncharacterized protein YopR	yopR BSU20790	Bacillus subtilis (strain 168)	325
CAB13972.1	O34448	reviewed	YOPQ_BACSU	SPbeta prophage-derived uncharacterized protein YopQ	yopQ BSU20800	Bacillus subtilis (strain 168)	460
CAB13973.1	O34336	reviewed	YOPP_BACSU	SPbeta prophage-derived probable integrase/recombinase YopP	yopP BSU20810	Bacillus subtilis (strain 168)	358
CAB13974.1	O34791	reviewed	YOPO_BACSU	SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YopO	yopO BSU20820	Bacillus subtilis (strain 168)	70
CAB13975.1	P68581	reviewed	YOPN_BACSU	SPbeta prophage-derived uncharacterized protein YopN	yopN BSU20830	Bacillus subtilis (strain 168)	105
CAB13976.1	O34605	reviewed	YOPM_BACSU	SPbeta prophage-derived uncharacterized protein YopM	yopM BSU20840	Bacillus subtilis (strain 168)	66
CAB14003.1	O31926	reviewed	YOPL_BACSU	SPbeta prophage-derived uncharacterized protein YopL	yopL BSU20850	Bacillus subtilis (strain 168)	41
CAB14004.1	O31927	reviewed	YOPK_BACSU	SPbeta prophage-derived uncharacterized protein YopK	yopK BSU20860	Bacillus subtilis (strain 168)	386
CAB14005.1	O31928	reviewed	YOPJ_BACSU	SPbeta prophage-derived uncharacterized protein YopJ	yopJ BSU20870	Bacillus subtilis (strain 168)	138
CAB14006.1	O31929	reviewed	YOPI_BACSU	SPbeta prophage-derived uncharacterized protein YopI	yopI BSU20880	Bacillus subtilis (strain 168)	177
CAB14007.1	O31930	reviewed	YOPH_BACSU	SPbeta prophage-derived uncharacterized protein YopH	yopH BSU20890	Bacillus subtilis (strain 168)	178
CAB14008.1	O31931	reviewed	YOPG_BACSU	SPbeta prophage-derived uncharacterized protein YopG	yopG BSU20900	Bacillus subtilis (strain 168)	43
CAB14009.1	O31932	reviewed	YOPF_BACSU	SPbeta prophage-derived uncharacterized protein YopF	yopF BSU20910	Bacillus subtilis (strain 168)	71
CAB14010.1	O31933	reviewed	YOPE_BACSU	SPbeta prophage-derived uncharacterized protein YopE	yopE BSU20920	Bacillus subtilis (strain 168)	83
CAX52645.1	C0H437	reviewed	YOYH_BACSU	Uncharacterized protein YoyH	yoyH BSU20928	Bacillus subtilis (strain 168)	59
CAX52646.1	C0H438	reviewed	YOYI_BACSU	Uncharacterized membrane protein YoyI	yoyI BSU20929	Bacillus subtilis (strain 168)	76
CAB14011.1	O31934	reviewed	YOPD_BACSU	SPbeta prophage-derived UPF0715 membrane protein YopD	yopD BSU20930	Bacillus subtilis (strain 168)	131
CAB14012.1	O31935	reviewed	YOPC_BACSU	Putative toxin YopC (SPbeta prophage-derived protein YopC)	yopC BSU20940	Bacillus subtilis (strain 168)	442
CAB14013.1	O31936	reviewed	YOPB_BACSU	Putative antitoxin YopB (SPbeta prophage-derived protein YopB)	yopB BSU20950	Bacillus subtilis (strain 168)	75
CAB14014.1	O31937	reviewed	YOPA_BACSU	SPbeta prophage-derived uncharacterized protein YopA	yopA BSU20960	Bacillus subtilis (strain 168)	438
CAB14015.1	O31938	reviewed	YONX_BACSU	SPbeta prophage-derived uncharacterized protein YonX	yonX BSU20970	Bacillus subtilis (strain 168)	168
CAB14016.1	O31939	reviewed	YONV_BACSU	SPbeta prophage-derived uncharacterized protein YonV	yonV BSU20980	Bacillus subtilis (strain 168)	410
CAB14017.1	O31940	reviewed	YONU_BACSU	SPbeta prophage-derived uncharacterized protein YonU	yonU BSU20990	Bacillus subtilis (strain 168)	62
CAX52647.1	C0H439	reviewed	YOYJ_BACSU	Uncharacterized membrane protein YoyJ	yoyJ BSU20999	Bacillus subtilis (strain 168)	83
CAB14018.1	O31941	reviewed	YONT_BACSU	SPbeta prophage-derived uncharacterized protein YonT	yonT BSU21000	Bacillus subtilis (strain 168)	58
CAB14019.1	O31942	reviewed	YONS_BACSU	SPbeta prophage-derived uncharacterized lipoprotein YonS	yonS BSU21010	Bacillus subtilis (strain 168)	203
CAB14020.1	O31943	reviewed	YONR_BACSU	SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR	yonR BSU21020	Bacillus subtilis (strain 168)	108
CAB14021.1	O31944	reviewed	YONP_BACSU	SPbeta prophage-derived uncharacterized protein YonP	yonP BSU21030	Bacillus subtilis (strain 168)	64
CAB14022.1	O31945	reviewed	YONO_BACSU	DNA-directed RNA polymerase YonO (EC 2.7.7.6) (DNA-dependent RNA polymerase YonO) (SPbeta prophage-derived protein YonO)	yonO BSU21040	Bacillus subtilis (strain 168)	839
CAB14023.1	P68573	reviewed	DBH2_BACSU	SPbeta prophage-derived DNA-binding protein HU 2	hup2 yonN BSU21050	Bacillus subtilis (strain 168)	92
SOX90566.1	A0A2K4Z9I9	unreviewed	A0A2K4Z9I9_BACSU	Uncharacterized protein	BSU_21058 HIR78_12725	Bacillus subtilis (strain 168)	56
CAB14024.1	O31947	reviewed	YONK_BACSU	SPbeta prophage-derived uncharacterized protein YonK	yonK BSU21060	Bacillus subtilis (strain 168)	63
CAB14025.2	O31948	reviewed	YONJ_BACSU	SPbeta prophage-derived uncharacterized protein YonJ	yonJ BSU21070	Bacillus subtilis (strain 168)	405
CAB14026.1	O31949	reviewed	YONI_BACSU	SPbeta prophage-derived uncharacterized protein YonI	yonI BSU21080	Bacillus subtilis (strain 168)	136
CAB14027.1	O31950	reviewed	YONH_BACSU	SPbeta prophage-derived uncharacterized protein YonH	yonH BSU21090	Bacillus subtilis (strain 168)	166
CAB14028.1	O31951	reviewed	YONG_BACSU	SPbeta prophage-derived uncharacterized protein YonG	yonG BSU21100	Bacillus subtilis (strain 168)	306
CAB14029.1	O31952	reviewed	YONF_BACSU	SPbeta prophage-derived uncharacterized protein YonF	yonF BSU21110	Bacillus subtilis (strain 168)	589
CAB14030.1	O31953	reviewed	YONE_BACSU	SPbeta prophage-derived uncharacterized protein YonE	yonE BSU21120	Bacillus subtilis (strain 168)	506
CAB14031.1	O31954	reviewed	YOND_BACSU	SPbeta prophage-derived uncharacterized protein YonD	yonD BSU21130	Bacillus subtilis (strain 168)	478
CAB14032.1	O31955	reviewed	YONC_BACSU	SPbeta prophage-derived uncharacterized protein YonC	yonC BSU21140	Bacillus subtilis (strain 168)	178
CAB14033.1	O31956	reviewed	YONB_BACSU	SPbeta prophage-derived uncharacterized protein YonB	yonB BSU21150	Bacillus subtilis (strain 168)	338
CAB14034.1	O31957	reviewed	YONA_BACSU	SPbeta prophage-derived uncharacterized protein YonA	yonA BSU21160	Bacillus subtilis (strain 168)	156
CAB14035.1	O31958	reviewed	YOMZ_BACSU	SPbeta prophage-derived uncharacterized protein YomZ	yomZ BSU21170	Bacillus subtilis (strain 168)	131
CAB14036.1	O31959	reviewed	YOMY_BACSU	SPbeta prophage-derived uncharacterized protein YomY	yomY BSU21180	Bacillus subtilis (strain 168)	84
CAB14037.1	O31960	reviewed	YOMX_BACSU	SPbeta prophage-derived uncharacterized protein YomX	yomX BSU21190	Bacillus subtilis (strain 168)	216
CAB14038.1	O31961	reviewed	YOMW_BACSU	SPbeta prophage-derived uncharacterized protein YomW	yomW BSU21200	Bacillus subtilis (strain 168)	168
CAB14039.1	O31962	reviewed	YOMV_BACSU	SPbeta prophage-derived uncharacterized protein YomV	yomV BSU21210	Bacillus subtilis (strain 168)	236
CAB14040.1	O31963	reviewed	YOMU_BACSU	SPbeta prophage-derived uncharacterized protein YomU	yomU BSU21220	Bacillus subtilis (strain 168)	265
CAX52648.1	C0H440	reviewed	YOUA_BACSU	SPbeta prophage-derived uncharacterized protein YouA	youA BSU21229	Bacillus subtilis (strain 168)	203
CAB14041.1	O31964	reviewed	YOMT_BACSU	SPbeta prophage-derived uncharacterized protein YomT	yomT BSU21230	Bacillus subtilis (strain 168)	75
CAB14042.1	O31965	reviewed	YOMS_BACSU	SPbeta prophage-derived uncharacterized protein YomS	yomS BSU21240	Bacillus subtilis (strain 168)	118
CAB14043.1	O31966	reviewed	YOMR_BACSU	SPbeta prophage-derived uncharacterized protein YomR	yomR BSU21250	Bacillus subtilis (strain 168)	405
CAB14044.1	O31967	reviewed	YOMQ_BACSU	SPbeta prophage-derived uncharacterized protein YomQ	yomQ BSU21260	Bacillus subtilis (strain 168)	116
CAB14045.1	O31968	reviewed	YOMP_BACSU	SPbeta prophage-derived uncharacterized protein YomP	yomP BSU21270	Bacillus subtilis (strain 168)	63
CAB14046.1	O31969	reviewed	YOMO_BACSU	SPbeta prophage-derived uncharacterized protein YomO	yomO BSU21280	Bacillus subtilis (strain 168)	166
CAB14047.1	O31970	reviewed	YOMN_BACSU	SPbeta prophage-derived uncharacterized protein YomN	yomN BSU21290	Bacillus subtilis (strain 168)	139
CAB14048.1	O31971	reviewed	YOMM_BACSU	SPbeta prophage-derived recombinase-like protein YomM	yomM BSU21300	Bacillus subtilis (strain 168)	333
CAB14049.1	O31972	reviewed	YOZP_BACSU	Uncharacterized protein YozP	yozP BSU21310	Bacillus subtilis (strain 168)	109
CAB14050.1	O31973	reviewed	YOML_BACSU	SPbeta prophage-derived uncharacterized protein YomL	yomL BSU21320	Bacillus subtilis (strain 168)	228
CAX52649.1	Q9K3A9	reviewed	YDZM_BACSU	Uncharacterized membrane protein YdzM/YouB	ydzM BSU05099; youB BSU21329	Bacillus subtilis (strain 168)	58
CAB14051.1	O31974	reviewed	YOMK_BACSU	SPbeta prophage-derived uncharacterized protein YomK	yomK BSU21330	Bacillus subtilis (strain 168)	148
CAB14052.1	O31975	reviewed	YOMJ_BACSU	SPbeta prophage-derived uncharacterized membrane protein YomJ	yomJ BSU21340	Bacillus subtilis (strain 168)	227
CAB14053.2	O31976	reviewed	YOMI_BACSU	SPbeta prophage-derived uncharacterized transglycosylase YomI (EC 4.2.2.-)	yomI BSU21350	Bacillus subtilis (strain 168)	2285
CAB14054.1	O31977	reviewed	YOMH_BACSU	SPbeta prophage-derived uncharacterized protein YomH	yomH BSU21360	Bacillus subtilis (strain 168)	252
CAB14055.1	O31978	reviewed	YOMG_BACSU	SPbeta prophage-derived uncharacterized protein YomG	yomG BSU21370	Bacillus subtilis (strain 168)	875
CAB14056.1	O31979	reviewed	YOMF_BACSU	SPbeta prophage-derived uncharacterized protein YomF	yomF BSU21380	Bacillus subtilis (strain 168)	273
CAB14057.1	O31980	reviewed	YOME_BACSU	SPbeta prophage-derived uncharacterized protein YomE	yomE BSU21390	Bacillus subtilis (strain 168)	644
CAB14058.1	O31981	reviewed	YOMD_BACSU	SPbeta prophage-derived uncharacterized protein YomD	yomD BSU21400	Bacillus subtilis (strain 168)	274
SOX90567.1	A0A2K4Z9K7	unreviewed	A0A2K4Z9K7_BACSU	N-acetylmuramoyl-L-alanine amidase	BSU_21409 HIR78_11555 HIR78_11920 HIR78_12915	Bacillus subtilis (strain 168)	72
CAB14059.1	O31982	reviewed	BLYA_BACSU	N-acetylmuramoyl-L-alanine amidase BlyA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	blyA yomC BSU21410	Bacillus subtilis (strain 168)	367
CAB14060.1	O31983	reviewed	BHLA_BACSU	SPbeta prophage-derived protein BhlA	bhlA yomB BSU21420	Bacillus subtilis (strain 168)	70
CAB14061.1	O31984	reviewed	BHLB_BACSU	SPbeta prophage-derived protein BhlB	bhlB yomA BSU21430	Bacillus subtilis (strain 168)	88
CAB14062.1	P68571	reviewed	BDBB_BACSU	SPbeta prophage-derived disulfide bond formation protein B (Disulfide oxidoreductase B) (Thiol-disulfide oxidoreductase B)	bdbB yolK BSU21440	Bacillus subtilis (strain 168)	148
CAB14063.1	O31986	reviewed	SUNS_BACSU	SPbeta prophage-derived glycosyltransferase SunS (EC 2.4.1.-)	sunS yolJ BSU21450	Bacillus subtilis (strain 168)	422
CAB14064.1	P68569	reviewed	BDBA_BACSU	SPbeta prophage-derived disulfide bond formation protein A (Disulfide oxidoreductase A) (Thiol-disulfide oxidoreductase A)	bdbA yolI BSU21460	Bacillus subtilis (strain 168)	137
CAB14065.1	P68579	reviewed	SUNT_BACSU	SPbeta prophage-derived sublancin-168-processing and transport ATP-binding protein SunT (EC 3.4.22.-) (EC 7.-.-.-)	sunT yolH BSU21470	Bacillus subtilis (strain 168)	705
CAB14066.1	P68577	reviewed	SUNA_BACSU	SPbeta prophage-derived bacteriocin sublancin-168	sunA yolG BSU21480	Bacillus subtilis (strain 168)	56
CAB14067.1	O31989	reviewed	SUNI_BACSU	Sublancin immunity protein SunI (SPbeta prophage-derived protein YolF)	sunI yolF BSU21490	Bacillus subtilis (strain 168)	105
CAB14068.2	O31990	reviewed	UVRX_BACSU	Putative UV-damage repair protein UvrX	uvrX BSU21500	Bacillus subtilis (strain 168)	416
CAB14069.1	O31991	reviewed	YOLD_BACSU	SPbeta prophage-derived uncharacterized protein YolD	yolD BSU21510	Bacillus subtilis (strain 168)	110
CAB14070.1	O31992	reviewed	YOLC_BACSU	SPbeta prophage-derived uncharacterized protein YolC	yolC BSU21520	Bacillus subtilis (strain 168)	111
CAB14071.1	O31993	reviewed	YOLB_BACSU	SPbeta prophage-derived uncharacterized protein YolB	yolB BSU21530	Bacillus subtilis (strain 168)	118
CAB14072.1	O31994	reviewed	YOLA_BACSU	SPbeta prophage-derived uncharacterized protein YolA	yolA BSU21540	Bacillus subtilis (strain 168)	155
CCQ48598.1	L8EAY0	reviewed	BSRG_BACSU	Small toxic protein BsrG	bsrG BSU_21546	Bacillus subtilis (strain 168)	38
CAB14073.1	O31995	reviewed	YOKL_BACSU	SPbeta prophage-derived uncharacterized N-acetyltransferase YokL (EC 2.3.1.-)	yokL BSU21550	Bacillus subtilis (strain 168)	177
CAB14074.1	O31996	reviewed	YOKK_BACSU	SPbeta prophage-derived uncharacterized protein YokK	yokK BSU21560	Bacillus subtilis (strain 168)	192
CAB14075.1	O31997	reviewed	YOKJ_BACSU	Immunity protein YokJ (SPbeta prophage-derived uncharacterized YokJ)	yokJ BSU21570	Bacillus subtilis (strain 168)	165
CAB14076.2	O31998	reviewed	YOKI_BACSU	Toxin YokI (DNase YokL) (SPbeta prophage-derived protein YokI)	yokI BSU21580	Bacillus subtilis (strain 168)	571
CAB14077.1	O31999	reviewed	YOKH_BACSU	SPbeta prophage-derived uncharacterized protein YokH	yokH BSU21590	Bacillus subtilis (strain 168)	185
CAB14078.1	O32000	reviewed	YOKG_BACSU	SPbeta prophage-derived pesticidal crystal protein-like YokG	yokG BSU21600	Bacillus subtilis (strain 168)	357
CAB14079.1	O32001	reviewed	YOKF_BACSU	SPbeta prophage-derived endonuclease YokF (EC 3.1.-.-)	yokF BSU21610	Bacillus subtilis (strain 168)	296
CAB14080.1	O32002	reviewed	YOKE_BACSU	SPbeta prophage-derived uncharacterized protein YokE	yokE BSU21620	Bacillus subtilis (strain 168)	160
CAB14081.1	O32003	reviewed	YOKD_BACSU	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD (EC 2.3.1.-)	yokD BSU21630	Bacillus subtilis (strain 168)	272
SOX90568.1	A0A2K4Z9K6	unreviewed	A0A2K4Z9K6_BACSU	Uncharacterized protein	BSU_21638 HIR78_13045	Bacillus subtilis (strain 168)	44
SOX90569.1	A0A2K4Z9K2	unreviewed	A0A2K4Z9K2_BACSU	Uncharacterized protein	BSU_21639 HIR78_13050	Bacillus subtilis (strain 168)	51
CAB14082.1	O32004	reviewed	YOKC_BACSU	SPbeta prophage-derived uncharacterized protein YokC	yokC BSU21640	Bacillus subtilis (strain 168)	171
CAB14083.1	O32005	reviewed	YOKB_BACSU	SPbeta prophage-derived uncharacterized lipoprotein YokB	yokB BSU21650	Bacillus subtilis (strain 168)	236
CAB14084.1	O32006	reviewed	YOKA_BACSU	Resolvase homolog YokA	yokA BSU21660	Bacillus subtilis (strain 168)	545
CAB14086.1	P54155	reviewed	MSRB_BACSU	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB yppQ BSU21680	Bacillus subtilis (strain 168)	143
CAB14087.1	P54154	reviewed	MSRA_BACSU	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA yppP BSU21690	Bacillus subtilis (strain 168)	177
CAB14088.1	P54182	reviewed	YPOP_BACSU	Uncharacterized HTH-type transcriptional regulator YpoP	ypoP BSU21700	Bacillus subtilis (strain 168)	141
CAB14089.1	P54181	reviewed	YPNP_BACSU	Probable multidrug resistance protein YpnP	ypnP BSU21710	Bacillus subtilis (strain 168)	445
CAB14090.1	P54180	reviewed	YPMT_BACSU	Uncharacterized protein YpmT	ypmT BSU21720	Bacillus subtilis (strain 168)	64
CAB14091.1	P54179	reviewed	YPMS_BACSU	Uncharacterized protein YpmS	ypmS BSU21730	Bacillus subtilis (strain 168)	187
CAB14092.1	P40766	reviewed	YPMR_BACSU	Uncharacterized protein YpmR	ypmR yzjA BSU21740	Bacillus subtilis (strain 168)	255
CAB14093.2	P54178	reviewed	SCO1_BACSU	SCO1 protein homolog (BsSco)	ypmQ BSU21750	Bacillus subtilis (strain 168)	193
CAB14094.1	P54177	reviewed	YPMP_BACSU	Uncharacterized protein YpmP	ypmP BSU21760	Bacillus subtilis (strain 168)	83
CAB14095.1	P37946	reviewed	ILVA_BACSU	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA BSU21770	Bacillus subtilis (strain 168)	422
CAB14096.1	P54156	reviewed	YPLP_BACSU	Putative sigma L-dependent transcriptional regulator YplP	yplP BSU21780	Bacillus subtilis (strain 168)	331
CAB14097.1	P54175	reviewed	HLY3_BACSU	Hemolysin-3 homolog (Hemolysin III homolog)	yplQ BSU21790	Bacillus subtilis (strain 168)	213
CAB14098.2	P54174	reviewed	YPKP_BACSU	Uncharacterized protein YpkP	ypkP BSU21800	Bacillus subtilis (strain 168)	206
CAB14099.1	P11045	reviewed	DYR_BACSU	Dihydrofolate reductase (EC 1.5.1.3)	dfrA BSU21810	Bacillus subtilis (strain 168)	168
CAB14100.1	P11044	reviewed	TYSY2_BACSU	Thymidylate synthase 2 (TS 2) (TSase 2) (EC 2.1.1.45) (Thymidylate synthase A) (TS A) (TSase A)	thyA2 thyB BSU21820	Bacillus subtilis (strain 168)	264
CAB14101.1	P54173	reviewed	YPJQ_BACSU	Uncharacterized protein YpjQ	ypjQ BSU21830	Bacillus subtilis (strain 168)	177
CAB14102.1	P54172	reviewed	YPJP_BACSU	Uncharacterized protein YpjP	ypjP BSU21840	Bacillus subtilis (strain 168)	203
CAB14103.2	P54171	reviewed	YPIP_BACSU	Uncharacterized protein YpiP	ypiP BSU21850	Bacillus subtilis (strain 168)	257
CAB14104.1	P54170	reviewed	BRXA_BACSU	Bacilliredoxin BrxA (Brx-A) (Bacilliredoxin YphP) (Dithiol bacilliredoxin)	brxA yphP BSU21860	Bacillus subtilis (strain 168)	144
CAB14105.2	P51785	reviewed	ILVD_BACSU	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9) (Vegetative protein 110) (VEG110)	ilvD BSU21870	Bacillus subtilis (strain 168)	558
CAB14106.1	P54169	reviewed	YPGR_BACSU	Uncharacterized protein YpgR	ypgR BSU21880	Bacillus subtilis (strain 168)	377
CAB14107.1	P54168	reviewed	YPGQ_BACSU	Uncharacterized protein YpgQ	ypgQ BSU21890	Bacillus subtilis (strain 168)	205
CAB14108.1	P52035	reviewed	BSAA_BACSU	Glutathione peroxidase homolog BsaA (EC 1.-.-.-)	bsaA BSU21900	Bacillus subtilis (strain 168)	160
CAB14109.2	P54167	reviewed	METAA_BACSU	Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA)	metAA metA metB BSU21910	Bacillus subtilis (strain 168)	301
CAB14110.1	P54166	reviewed	UGTP_BACSU	Processive diacylglycerol beta-glucosyltransferase (EC 2.4.1.315) (Beta-diglucosyldiacylglycerol synthase) (Beta-DGS) (DGlcDAG synthase) (Glc2-DAG synthase) (Beta-gentiobiosyldiacylglycerol synthase) (Beta-monoglucosyldiacylglycerol synthase) (Beta-MGS) (MGlcDAG synthase) (Beta-triglucosyldiacylglycerol synthase) (TGlcDAG synthase) (Diglucosyl diacylglycerol synthase (1,6-linking)) (Glucosyl-beta-1,6-glucosyldiacylglycerol synthase) (UDP glucosyltransferase) (UDP-glucose:1,2-diacylglycerol-3-beta-D-glucosyltransferase)	ugtP ypfP BSU21920	Bacillus subtilis (strain 168)	382
SOX90570.1	A0A2K4Z9J9	unreviewed	A0A2K4Z9J9_BACSU	Uncharacterized protein	BSU_21925 HIR78_13200	Bacillus subtilis (strain 168)	48
CAB14111.1	P51777	reviewed	CSPD_BACSU	Cold shock protein CspD	cspD BSU21930	Bacillus subtilis (strain 168)	66
CAB14112.1	P68731	reviewed	DEGR_BACSU	Regulatory protein DegR	degR prtR BSU21940	Bacillus subtilis (strain 168)	60
CAB14113.1	O32007	reviewed	YPZA_BACSU	Uncharacterized protein YpzA	ypzA BSU21950	Bacillus subtilis (strain 168)	89
CAB14114.1	P54165	reviewed	YPEQ_BACSU	Uncharacterized protein YpeQ	ypeQ BSU21960	Bacillus subtilis (strain 168)	60
CAB14115.2	P54164	reviewed	YPEP_BACSU	Uncharacterized protein YpeP	ypeP BSU21970	Bacillus subtilis (strain 168)	226
CAB14116.1	P54163	reviewed	QPTR_BACSU	Probable queuosine precursor transporter (Q precursor transporter)	ypdP BSU21980	Bacillus subtilis (strain 168)	229
CAB14117.1	P54162	reviewed	RNHL_BACSU	14.7 kDa ribonuclease H-like protein	rnhA ypdQ BSU21990	Bacillus subtilis (strain 168)	132
