,gene_id,gene_name,gene_ontology
3190,BSU_14530,rnjA,protein binding
3191,BSU_14530,rnjA,protein binding
3192,BSU_14530,rnjA,identical protein binding
3193,BSU_14530,rnjA,identical protein binding
3194,BSU_14530,rnjA,identical protein binding
3195,BSU_14530,rnjA,rRNA processing
3196,BSU_14530,rnjA,rRNA processing
3197,BSU_14530,rnjA,endoribonuclease activity
3198,BSU_14530,rnjA,5'-3' exoribonuclease activity
3199,BSU_14530,rnjA,mRNA processing
3200,BSU_22690,aroH,chorismate mutase activity
3201,BSU_22690,aroH,chorismate metabolic process
3202,BSU_31720,degQ,positive regulation of single-species biofilm formation
3203,BSU_22770,mtrB,"positive regulation of DNA-templated transcription, termination"
3204,BSU_22770,mtrB,negative regulation of translational initiation
3205,BSU_22770,mtrB,negative regulation of translational initiation
3206,BSU_13310,tnrA,core promoter sequence-specific DNA binding
3207,BSU_13310,tnrA,cellular response to nitrogen levels
3208,BSU_13310,tnrA,nitrogen catabolite activation of transcription
3209,BSU_13310,tnrA,protein binding
3210,BSU_13310,tnrA,protein binding
3211,BSU_13310,tnrA,protein binding
3212,BSU_13310,tnrA,protein binding
3213,BSU_13310,tnrA,protein binding
3214,BSU_16110,dprA,protein binding
3215,BSU_16110,dprA,protein binding
3216,BSU_16110,dprA,DNA/DNA annealing activity
3217,BSU_35430,flgM,sigma factor antagonist activity
3218,BSU_39080,licT,"positive regulation of transcription, DNA-templated"
3219,BSU_16440,cheW,chemotaxis to oxidizable substrate
3220,BSU_16440,cheW,chemotaxis
3221,BSU_10530,ntdC,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
3222,BSU_10530,ntdC,antibiotic biosynthetic process
3224,BSU_06440,purB,AMP biosynthetic process
3225,BSU_06440,purB,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
3226,BSU_06480,purL,phosphoribosylformylglycinamidine synthase activity
3227,BSU_06480,purL,purine nucleotide biosynthetic process
3228,BSU_06480,purL,ATP binding
3232,BSU_36970,spoIIR,protein binding
3233,BSU_39430,deoR,identical protein binding
3236,BSU_40330,rocE,arginine metabolic process
3238,BSU_29130,icd,protein binding
3239,BSU_05610,vmlR,rRNA binding
3240,BSU_05610,vmlR,ATP binding
3241,BSU_05610,vmlR,cytoplasm
3242,BSU_05610,vmlR,tRNA binding
3243,BSU_05610,vmlR,response to antibiotic
3244,BSU_05610,vmlR,rescue of stalled ribosome
3248,BSU_32000,dhbA,cellular response to iron ion
3249,BSU_29690,acuA,carbon catabolite repression of transcription by glucose
3250,BSU_29690,acuA,spore germination
3251,BSU_29690,acuA,butanediol catabolic process
3252,BSU_29690,acuA,cellular response to acetate
3253,BSU_29690,acuA,cellular response to acetate
3254,BSU_29690,acuA,acetyl-CoA synthetase acetyltransferase activity
3255,BSU_29690,acuA,acetyl-CoA synthetase acetyltransferase activity
3256,BSU_29690,acuA,acetoin dehydrogenase activity
3257,BSU_29690,acuA,acetoin catabolic process
3258,BSU_16400,flhF,protein binding
3259,BSU_16400,flhF,identical protein binding
3260,BSU_16400,flhF,identical protein binding
3261,BSU_16940,recA,protein binding
3262,BSU_16940,recA,protein binding
3263,BSU_16940,recA,protein binding
3264,BSU_16940,recA,protein binding
3265,BSU_16940,recA,protein binding
3266,BSU_24620,tasA,identical protein binding
3267,BSU_25690,sda,protein binding
3268,BSU_24530,lipM,protein lipoylation
3269,BSU_24530,lipM,protein lipoylation
3270,BSU_24530,lipM,lipoate biosynthetic process
3271,BSU_24530,lipM,lipoate biosynthetic process
3272,BSU_24530,lipM,octanoyltransferase activity
3273,BSU_24530,lipM,lipoate-protein ligase activity
3274,BSU_24530,lipM,octanoyltransferase activity
3275,BSU_24530,lipM,cellular protein modification process
3276,BSU_04680,rsbS,protein binding
3277,BSU_04680,rsbS,protein binding
3278,BSU_15240,divIB,protein binding
3279,BSU_15240,divIB,protein binding
3280,BSU_15240,divIB,protein binding
3281,BSU_01050,rplL,protein binding
3282,BSU_28010,mreD,protein binding
3283,BSU_28010,mreD,protein binding
3284,BSU_28010,mreD,protein binding
3285,BSU_28020,mreC,plasma membrane
3286,BSU_28020,mreC,plasma membrane
3287,BSU_28020,mreC,regulation of cell shape
3288,BSU_28020,mreC,regulation of cell shape
3289,BSU_28020,mreC,regulation of cell shape
3290,BSU_28020,mreC,cell septum
3291,BSU_28020,mreC,cell septum
3292,BSU_28020,mreC,peptidoglycan-based cell wall biogenesis
3293,BSU_28020,mreC,protein binding
3294,BSU_28020,mreC,protein binding
3295,BSU_28020,mreC,protein binding
3296,BSU_28020,mreC,protein binding
3297,BSU_28020,mreC,protein binding
3298,BSU_28020,mreC,protein binding
3299,BSU_28020,mreC,protein binding
3300,BSU_28020,mreC,protein binding
3301,BSU_28020,mreC,protein binding
3302,BSU_28020,mreC,protein self-association
3303,BSU_28030,mreB,protein binding
3304,BSU_28030,mreB,protein binding
3305,BSU_27990,minD,protein binding
3306,BSU_27990,minD,protein binding
3319,BSU_05650,ydgH,protein binding
3320,BSU_05650,ydgH,protein binding
3321,BSU_03350,yciB,cell tip
3322,BSU_25180,trmK,tRNA (adenine-N1-)-methyltransferase activity
3323,BSU_25180,trmK,tRNA methylation
3324,BSU_29120,mdh,protein binding
3329,BSU_04650,ndoAI,identical protein binding
3330,BSU_04580,cshA,protein binding
3331,BSU_04580,cshA,response to cold
3332,BSU_04580,cshA,RNA binding
3333,BSU_04580,cshA,RNA helicase activity
3334,BSU_04580,cshA,RNA secondary structure unwinding
3335,BSU_04580,cshA,ribosome
3336,BSU_04580,cshA,bacterial nucleoid
3337,BSU_04580,cshA,ATP binding
3338,BSU_24360,spoIIIAH,protein binding
3339,BSU_24360,spoIIIAH,protein binding
3340,BSU_24360,spoIIIAH,protein binding
3341,BSU_35380,fliW,positive regulation of bacterial-type flagellum assembly
3342,BSU_35380,fliW,regulation of bacterial-type flagellum-dependent cell motility
3343,BSU_35380,fliW,bacterial-type flagellum-dependent swarming motility
3344,BSU_35380,fliW,bacterial-type flagellum-dependent swarming motility
3345,BSU_35380,fliW,positive regulation of translation
3346,BSU_04140,pbpC,protein binding
3347,BSU_04110,lipC,lipid catabolic process
3348,BSU_35710,tagG,protein binding
3349,BSU_01160,rplC,positive regulation of rRNA processing
3350,BSU_36550,spoIIQ,protein binding
3351,BSU_36550,spoIIQ,protein binding
3352,BSU_36550,spoIIQ,protein binding
3353,BSU_36550,spoIIQ,endospore-forming forespore
3354,BSU_36590,clsA,cardiolipin synthase activity
3355,BSU_36590,clsA,cardiolipin biosynthetic process
3356,BSU_36590,clsA,sporulation
3357,BSU_15420,divIVA,protein binding
3358,BSU_15420,divIVA,identical protein binding
3359,BSU_15420,divIVA,identical protein binding
3360,BSU_15420,divIVA,identical protein binding
3361,BSU_15420,divIVA,identical protein binding
3362,BSU_14400,fruA,protein binding
3363,BSU_37460,rapF,protein binding
3364,BSU_37460,rapF,protein binding
3365,BSU_37470,phrF,protein binding
3369,BSU_16320,fliY,dephosphorylation
3370,BSU_16320,fliY,regulation of bacterial-type flagellum-dependent cell motility
3371,BSU_16320,fliY,bacterial-type flagellum-dependent swarming motility
3372,BSU_16320,fliY,bacterial-type flagellum assembly
3373,BSU_16320,fliY,chemotaxis
3374,BSU_16320,fliY,phosphoprotein phosphatase activity
3375,BSU_19220,recQ,3'-5' DNA helicase activity
3376,BSU_31680,comA,protein binding
3377,BSU_16200,fliE,bacterial-type flagellum-dependent swarming motility
3378,BSU_16200,fliE,bacterial-type flagellum assembly
3379,BSU_16190,flgC,bacterial-type flagellum assembly
3380,BSU_16190,flgC,bacterial-type flagellum-dependent swarming motility
3381,BSU_16180,flgB,bacterial-type flagellum-dependent swarming motility
3382,BSU_16180,flgB,bacterial-type flagellum assembly
3383,BSU_30800,menB,menaquinone biosynthetic process
3384,BSU_30800,menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity"
3385,BSU_30800,menB,bicarbonate binding
3386,BSU_25190,cccA,protein binding
3387,BSU_13900,ptsH,protein binding
3388,BSU_13900,ptsH,protein binding
3389,BSU_13900,ptsH,regulation of carbohydrate utilization
3390,BSU_00370,abrB,protein binding
3391,BSU_00370,abrB,identical protein binding
3392,BSU_00370,abrB,identical protein binding
3393,BSU_00370,abrB,regulation of sporulation
3394,BSU_00370,abrB,"negative regulation of transcription, DNA-templated"
3395,BSU_16390,flhA,protein binding
3396,BSU_16390,flhA,bacterial-type flagellum assembly
3397,BSU_16390,flhA,bacterial-type flagellum-dependent swarming motility
3398,BSU_16380,flhB,bacterial-type flagellum-dependent swarming motility
3399,BSU_16380,flhB,bacterial-type flagellum assembly
3400,BSU_16370,fliR,bacterial-type flagellum assembly
3401,BSU_16370,fliR,bacterial-type flagellum-dependent swarming motility
3402,BSU_16360,fliQ,bacterial-type flagellum-dependent swarming motility
3403,BSU_16360,fliQ,bacterial-type flagellum assembly
3404,BSU_16350,fliP,bacterial-type flagellum assembly
3405,BSU_16350,fliP,bacterial-type flagellum-dependent swarming motility
3406,BSU_23150,resA,protein binding
3411,BSU_23220,scpA,protein binding
3412,BSU_23220,scpA,protein binding
3413,BSU_23220,scpA,protein binding
3414,BSU_23220,scpA,protein binding
3415,BSU_23220,scpA,protein binding
3416,BSU_23220,scpA,protein binding
3417,BSU_23220,scpA,protein binding
3418,BSU_23220,scpA,identical protein binding
3419,BSU_23220,scpA,identical protein binding
3420,BSU_22800,spoIVA,spore wall
3421,BSU_22800,spoIVA,spore wall
3422,BSU_22800,spoIVA,spore wall
3423,BSU_22800,spoIVA,sporulation
3424,BSU_22800,spoIVA,sporulation
3425,BSU_22800,spoIVA,sporulation
3426,BSU_22800,spoIVA,endospore-forming forespore
3427,BSU_22800,spoIVA,endospore-forming forespore
3428,BSU_22800,spoIVA,endospore-forming forespore
3429,BSU_22800,spoIVA,endospore-forming forespore
3430,BSU_22800,spoIVA,endospore-forming forespore
3431,BSU_22800,spoIVA,endospore-forming forespore
3432,BSU_22800,spoIVA,spore wall assembly
3433,BSU_22800,spoIVA,spore wall assembly
3434,BSU_22800,spoIVA,spore wall assembly
3435,BSU_22800,spoIVA,spore wall assembly
3436,BSU_22800,spoIVA,spore wall assembly
3437,BSU_22800,spoIVA,spore germination
3438,BSU_22800,spoIVA,sporulation resulting in formation of a cellular spore
3439,BSU_22800,spoIVA,spore wall biogenesis
3440,BSU_22800,spoIVA,spore wall biogenesis
3441,BSU_22800,spoIVA,protein complex oligomerization
3442,BSU_22800,spoIVA,spore wall biogenesis
3443,BSU_22800,spoIVA,spore wall biogenesis
3444,BSU_22800,spoIVA,protein polymerization
3445,BSU_22800,spoIVA,protein polymerization
3446,BSU_22800,spoIVA,peptidoglycan metabolic process
3447,BSU_22800,spoIVA,protein complex oligomerization
3448,BSU_22800,spoIVA,protein binding
3449,BSU_22800,spoIVA,protein binding
3450,BSU_22800,spoIVA,protein binding
3451,BSU_22800,spoIVA,protein binding
3452,BSU_22800,spoIVA,endospore cortex
3453,BSU_22800,spoIVA,ATPase activity
3454,BSU_22800,spoIVA,ATPase activity
3455,BSU_22800,spoIVA,ATP binding
3456,BSU_22800,spoIVA,ATP binding
3457,BSU_00100,dacA,serine-type D-Ala-D-Ala carboxypeptidase activity
3458,BSU_15160,pbpB,protein binding
3459,BSU_15160,pbpB,protein binding
3460,BSU_15160,pbpB,protein binding
3461,BSU_15160,pbpB,protein binding
3462,BSU_15150,ftsL,protein binding
3463,BSU_15150,ftsL,protein binding
3464,BSU_39230,wapA,tRNA catabolic process
3465,BSU_39230,wapA,tRNA-specific ribonuclease activity
3466,BSU_01560,kbaA,positive regulation of sporulation resulting in formation of a cellular spore
3467,BSU_01550,gerD,spore wall
3468,BSU_01550,gerD,plasma membrane
3469,BSU_16430,cheA,bacterial-type flagellum-dependent swarming motility
3470,BSU_16240,fliI,bacterial-type flagellum assembly
3471,BSU_16240,fliI,bacterial-type flagellum-dependent swarming motility
3473,BSU_02030,ybdM,protein binding
3474,BSU_02030,ybdM,protein binding
3475,BSU_02030,ybdM,protein binding
3476,BSU_02030,ybdM,protein binding
3477,BSU_02030,ybdM,protein binding
3478,BSU_02030,ybdM,protein binding
3479,BSU_02030,ybdM,protein binding
3480,BSU_06720,dagK,diacylglycerol kinase activity
3481,BSU_28370,rph,rRNA 3'-end processing
3482,BSU_25280,recO,double-strand break repair
3483,BSU_25280,recO,bacterial nucleoid
3484,BSU_25290,era,negative regulation of DNA-dependent DNA replication initiation
3485,BSU_25290,era,positive regulation of cell division
3486,BSU_01540,salA,"negative regulation of transcription, DNA-templated"
3487,BSU_38170,qoxA,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
3488,BSU_38170,qoxA,ATP synthesis coupled electron transport
3489,BSU_38150,qoxC,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
3490,BSU_38150,qoxC,ATP synthesis coupled electron transport
3491,BSU_38140,qoxD,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
3492,BSU_38140,qoxD,ATP synthesis coupled electron transport
3493,BSU_08730,perR,DNA-binding transcription repressor activity
3494,BSU_08730,perR,DNA-binding transcription repressor activity
3495,BSU_08730,perR,DNA-binding transcription repressor activity
3496,BSU_08730,perR,DNA-binding transcription repressor activity
3497,BSU_08730,perR,DNA-binding transcription activator activity
3498,BSU_08730,perR,DNA-binding transcription activator activity
3499,BSU_08730,perR,protein-DNA complex
3500,BSU_08730,perR,protein-DNA complex
3501,BSU_08730,perR,protein-DNA complex
3502,BSU_08730,perR,protein-DNA complex
3503,BSU_08730,perR,protein-DNA complex
3504,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
3505,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
3506,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
3507,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
3508,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
3509,BSU_08730,perR,DNA-binding transcription repressor activity
3510,BSU_08730,perR,DNA-binding transcription repressor activity
3511,BSU_08730,perR,DNA-binding transcription activator activity
3512,BSU_08730,perR,protein-DNA complex
3513,BSU_08730,perR,protein-DNA complex
3514,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
3515,BSU_08730,perR,transcription regulatory region sequence-specific DNA binding
3516,BSU_31920,adeR,"transcription, DNA-templated"
3517,BSU_31920,adeR,sporulation
3518,BSU_30320,leuS,cytosol
3519,BSU_30320,leuS,leucyl-tRNA aminoacylation
3520,BSU_30320,leuS,leucine-tRNA ligase activity
3521,BSU_35950,rbsC,plasma membrane
3522,BSU_35950,rbsC,integral component of membrane
3523,BSU_35930,rbsD,intramolecular transferase activity
3524,BSU_35930,rbsD,cytosol
3525,BSU_35930,rbsD,D-ribose catabolic process
3526,BSU_35920,rbsK,cytosol
3527,BSU_35910,rbsR,transcription regulatory region sequence-specific DNA binding
3528,BSU_35910,rbsR,DNA-binding transcription factor activity
3529,BSU_35910,rbsR,"regulation of transcription, DNA-templated"
3530,BSU_11200,argJ,acetyl-CoA:L-glutamate N-acetyltransferase activity
3531,BSU_11200,argJ,ornithine biosynthetic process
3532,BSU_11230,carA,carbamoyl-phosphate synthase complex
3533,BSU_11230,carA,cytoplasm
3534,BSU_11230,carA,arginine biosynthetic process
3535,BSU_11230,carA,nitrogen compound metabolic process
3536,BSU_00730,cysK,pyridoxal phosphate binding
3537,BSU_00730,cysK,cytoplasm
3538,BSU_00730,cysK,L-cysteine desulfhydrase activity
3539,BSU_01800,alkA,alkylated DNA binding
3540,BSU_01800,alkA,protein-DNA complex
3541,BSU_01800,alkA,DNA dealkylation involved in DNA repair
3542,BSU_01800,alkA,DNA-7-methylguanine glycosylase activity
3543,BSU_01800,alkA,"base-excision repair, AP site formation"
3544,BSU_01800,alkA,cytoplasm
3545,BSU_01800,alkA,DNA-3-methyladenine glycosylase activity
3546,BSU_01080,rpoC,DNA-directed 5'-3' RNA polymerase activity
3547,BSU_01070,rpoB,DNA-directed 5'-3' RNA polymerase activity
3548,BSU_33900,eno,"regulation of vacuole fusion, non-autophagic"
3549,BSU_33900,eno,phosphopyruvate hydratase activity
3550,BSU_33900,eno,glycolytic process
3551,BSU_33900,eno,phosphopyruvate hydratase complex
3552,BSU_36850,atpF,"proton-transporting ATP synthase complex, coupling factor F(o)"
3553,BSU_36870,atpB,"proton-transporting ATP synthase complex, coupling factor F(o)"
3554,BSU_36870,atpB,plasma membrane ATP synthesis coupled proton transport
3555,BSU_36870,atpB,"proton-transporting ATP synthase activity, rotational mechanism"
3556,BSU_36870,atpB,integral component of plasma membrane
3557,BSU_36800,atpC,"proton-transporting ATP synthase complex, catalytic core F(1)"
3558,BSU_36800,atpC,ATP synthesis coupled proton transport
3559,BSU_36840,atpH,"proton-transporting ATP synthase activity, rotational mechanism"
3560,BSU_36840,atpH,ATP synthesis coupled proton transport
3561,BSU_36840,atpH,"proton-transporting ATP synthase complex, catalytic core F(1)"
3562,BSU_36820,atpG,ATP synthesis coupled proton transport
3563,BSU_36820,atpG,"proton-transporting ATP synthase complex, catalytic core F(1)"
3564,BSU_36810,atpD,"proton-transporting ATP synthase complex, catalytic core F(1)"
3565,BSU_36810,atpD,ATPase activity
3566,BSU_36830,atpA,ATP synthesis coupled proton transport
3567,BSU_36830,atpA,"proton-transporting ATP synthase complex, catalytic core F(1)"
3568,BSU_36830,atpA,ADP binding
3569,BSU_36830,atpA,plasma membrane
3570,BSU_36830,atpA,ATP binding
3571,BSU_36830,atpA,ATPase activity
3572,BSU_33320,fhuD,outer membrane-bounded periplasmic space
3573,BSU_00880,disA,adenylate cyclase activity
3574,BSU_00870,radA,recombinational repair
3575,BSU_00850,mcsB,kinase activity
3576,BSU_00710,hslO,cytoplasm
3577,BSU_00710,hslO,protein refolding
