## Wed Feb  7 23:50:50 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4ga3nim/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope 2 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
BSU_21780	224308.BSU21780	1.4e-236	650.0	COG1221@1|root,COG1221@2|Bacteria,1VSHE@1239|Firmicutes,4ISX2@91061|Bacilli,1ZEVI@1386|Bacillus	2|Bacteria	K	Transcriptional regulator	pspF	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0043565,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	-	ko:K03974,ko:K19505	-	-	-	-	ko00000,ko03000	-	-	-	EIIA-man,Fer4_5,HTH_8,PRD,Sigma54_activat,cNMP_binding
BSU_21790	224308.BSU21790	3.27e-142	402.0	COG1272@1|root,COG1272@2|Bacteria,1TSFK@1239|Firmicutes,4HAT2@91061|Bacilli,1ZBJJ@1386|Bacillus	2|Bacteria	S	protein, Hemolysin III	yplQ	-	-	ko:K11068	-	-	-	-	ko00000,ko02042	-	-	-	HlyIII
BSU_21800	224308.BSU21800	6.96e-145	408.0	COG0204@1|root,COG0204@2|Bacteria,1UMJA@1239|Firmicutes,4HD2E@91061|Bacilli,1ZEYG@1386|Bacillus	2|Bacteria	I	Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family	plsC	-	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
BSU_21810	224308.BSU21810	1.21e-124	354.0	COG0262@1|root,COG0262@2|Bacteria,1VB80@1239|Firmicutes,4HIGJ@91061|Bacilli,1ZG71@1386|Bacillus	2|Bacteria	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	folA	-	1.1.1.262,1.5.1.3	ko:K00097,ko:K00287,ko:K18589,ko:K18590	ko00670,ko00750,ko00790,ko01100,ko01523,map00670,map00750,map00790,map01100,map01523	M00124,M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R05681,R05837,R07406,R11765	RC00089,RC00109,RC00110,RC00158,RC00675,RC01475	br01600,ko00000,ko00001,ko00002,ko01000,ko01504	-	-	iJN746.PP_5132	DHFR_1
BSU_21820	224308.BSU21820	7.27e-203	560.0	COG0207@1|root,COG0207@2|Bacteria,1TSIR@1239|Firmicutes,4H9QS@91061|Bacilli,1ZAUT@1386|Bacillus	2|Bacteria	F	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis	thyA	GO:0003674,GO:0003824,GO:0004799,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0019637,GO:0019692,GO:0032259,GO:0034641,GO:0034654,GO:0042083,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046385,GO:0046483,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576	2.1.1.45	ko:K00560	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523	M00053	R02101	RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylat_synt
BSU_21830	1051501.AYTL01000030_gene2349	8.91e-121	345.0	COG1267@1|root,COG1267@2|Bacteria,1V3I0@1239|Firmicutes,4HH4Y@91061|Bacilli,1ZCY9@1386|Bacillus	2|Bacteria	I	COG1267 Phosphatidylglycerophosphatase A and related proteins	pgpA	-	3.1.3.27	ko:K01095	ko00564,ko01100,map00564,map01100	-	R02029	RC00017	ko00000,ko00001,ko01000	-	-	-	PgpA
BSU_21840	224308.BSU21840	3.47e-148	416.0	2C2Z4@1|root,2ZV7K@2|Bacteria,1V3JN@1239|Firmicutes,4HHVS@91061|Bacilli,1ZGAN@1386|Bacillus	2|Bacteria	S	YpjP-like protein	ypjP	-	-	-	-	-	-	-	-	-	-	-	YpjP
BSU_21850	224308.BSU21850	6.15e-187	519.0	COG2136@1|root,COG2521@1|root,COG2136@2|Bacteria,COG2521@2|Bacteria,1UIYD@1239|Firmicutes,4ISX3@91061|Bacilli,1ZS7M@1386|Bacillus	2|Bacteria	AJ	Putative SAM-dependent methyltransferase	ypiP	-	2.1.1.242	ko:K06983,ko:K15984	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltransf_11,Methyltransf_30,SAM_MT
BSU_21860	224308.BSU21860	9.69e-99	286.0	28NYH@1|root,2ZBVN@2|Bacteria,1V1T3@1239|Firmicutes,4HHZS@91061|Bacilli,1ZGM0@1386|Bacillus	2|Bacteria	S	Belongs to the UPF0403 family	yphP	-	-	-	-	-	-	-	-	-	-	-	Disulph_isomer
BSU_21870	224308.BSU21870	0.0	1108.0	COG0129@1|root,COG0129@2|Bacteria,1TP1R@1239|Firmicutes,4H9ZG@91061|Bacilli,1ZASK@1386|Bacillus	2|Bacteria	E	Belongs to the IlvD Edd family	ilvD	-	4.2.1.9	ko:K01687,ko:K16786	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,ko02010,map00290,map00770,map01100,map01110,map01130,map01210,map01230,map02010	M00019,M00570,M00582	R01209,R04441,R05070	RC00468,RC01714	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	-	iAF987.Gmet_1259	ILVD_EDD
BSU_21880	224308.BSU21880	8.52e-206	577.0	COG1413@1|root,COG1413@2|Bacteria,1TRJT@1239|Firmicutes,4HBFD@91061|Bacilli,1ZB7F@1386|Bacillus	2|Bacteria	C	COG0694 Thioredoxin-like proteins and domains	ypgR	-	-	-	-	-	-	-	-	-	-	-	HEAT_2,HEAT_PBS,Nfu_N,Virulence_fact
BSU_21890	224308.BSU21890	7.22e-142	400.0	COG1418@1|root,COG1418@2|Bacteria,1V7IZ@1239|Firmicutes,4HIVB@91061|Bacilli,1ZB0E@1386|Bacillus	2|Bacteria	S	phosphohydrolase	ypgQ	-	-	ko:K06950	-	-	-	-	ko00000	-	-	-	HD
BSU_21900	224308.BSU21900	1.89e-115	330.0	COG0386@1|root,COG0386@2|Bacteria,1V3M3@1239|Firmicutes,4HH5Q@91061|Bacilli,1ZGBN@1386|Bacillus	2|Bacteria	O	Belongs to the glutathione peroxidase family	bsaA	-	1.11.1.9	ko:K00432	ko00480,ko00590,ko04918,map00480,map00590,map04918	-	R00274,R07034,R07035	RC00011,RC00982	ko00000,ko00001,ko01000	-	-	-	GSHPx
BSU_21910	224308.BSU21910	3.67e-226	622.0	COG1897@1|root,COG1897@2|Bacteria,1TQVR@1239|Firmicutes,4H9W4@91061|Bacilli,1ZCTU@1386|Bacillus	2|Bacteria	E	Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine	metAA	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008374,GO:0008652,GO:0008899,GO:0009001,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016407,GO:0016412,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016750,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.46	ko:K00651	ko00270,ko00920,ko01100,ko01110,ko01230,map00270,map00920,map01100,map01110,map01230	M00017	R01777	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS11970	HTS
BSU_21920	224308.BSU21920	2.59e-276	755.0	COG0707@1|root,COG0707@2|Bacteria,1TR07@1239|Firmicutes,4HBKJ@91061|Bacilli,1ZQUQ@1386|Bacillus	2|Bacteria	M	Processive glucosyltransferase involved in the biosynthesis of both the bilayer- and non-bilayer-forming membrane glucolipids. Is able to successively transfer up to three glucosyl residues to diacylglycerol (DAG), thereby catalyzing the formation of beta-monoglucosyl-DAG (3-O-(beta-D-glucopyranosyl)-1,2-diacyl- sn-glycerol), beta-diglucosyl-DAG (3-O-(beta-D-glucopyranosyl- beta-(1- 6)-D-glucopyranosyl)-1,2-diacyl-sn-glycerol) and beta- triglucosyl-DAG (3-O-(beta-D-glucopyranosyl-beta-(1- 6)-D- glucopyranosyl-beta-(1- 6)-D-glucopyranosyl)-1,2-diacyl-sn- glycerol). Beta-diglucosyl-DAG is the predominant glycolipid found in Bacillales and is also used as a membrane anchor for lipoteichoic acid (LTA)	ugtP	GO:0003674,GO:0003824,GO:0008194,GO:0016740,GO:0016757,GO:0016758,GO:0035251,GO:0046527,GO:0047228	2.4.1.315	ko:K03429	ko00561,ko01100,map00561,map01100	-	R02689,R04377	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003	-	GT28	-	Glyco_tran_28_C,Glycos_transf_1,MGDG_synth
BSU_21930	224308.BSU21930	2.54e-42	138.0	COG1278@1|root,COG1278@2|Bacteria,1VEE0@1239|Firmicutes,4HNJC@91061|Bacilli,1ZHTU@1386|Bacillus	2|Bacteria	K	Cold-shock protein	cspD	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
BSU_21940	1274524.BSONL12_01472	1.17e-22	88.2	29S43@1|root,30D8J@2|Bacteria,1UAZQ@1239|Firmicutes,4IMCJ@91061|Bacilli,1ZJT7@1386|Bacillus	2|Bacteria	-	-	degR	-	-	-	-	-	-	-	-	-	-	-	-
BSU_21950	1051501.AYTL01000030_gene2361	1.28e-41	138.0	29S2J@1|root,30D72@2|Bacteria,1UAXW@1239|Firmicutes,4IMAQ@91061|Bacilli,1ZJNM@1386|Bacillus	2|Bacteria	S	Protein of unknown function (DUF2564)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2564
BSU_21960	224308.BSU21960	2.3e-40	132.0	2E6UK@1|root,331EA@2|Bacteria,1VF2M@1239|Firmicutes,4HPQ1@91061|Bacilli,1ZKC4@1386|Bacillus	2|Bacteria	S	Zinc-finger	ypeQ	-	-	-	-	-	-	-	-	-	-	-	zf-C2HCIx2C
BSU_21970	224308.BSU21970	4e-163	456.0	COG0328@1|root,COG0328@2|Bacteria,1V3K2@1239|Firmicutes,4HE8H@91061|Bacilli,1ZDMZ@1386|Bacillus	2|Bacteria	L	COG0328 Ribonuclease HI	ypeP	-	3.1.26.4	ko:K03469	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RVT_3
BSU_21980	224308.BSU21980	3.14e-157	441.0	COG1738@1|root,COG1738@2|Bacteria,1TSAY@1239|Firmicutes,4HB9T@91061|Bacilli,1ZEKB@1386|Bacillus	2|Bacteria	S	Involved in the import of queuosine (Q) precursors, required for Q precursor salvage	ypdP	-	-	ko:K09125	-	-	-	-	ko00000	-	-	-	Vut_1
BSU_21990	224308.BSU21990	1.6e-89	262.0	COG0328@1|root,COG0328@2|Bacteria,1VE23@1239|Firmicutes,4HKXV@91061|Bacilli,1ZQJB@1386|Bacillus	2|Bacteria	L	Ribonuclease	rnhA	-	3.1.26.4	ko:K03469	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_H,RVT_3
BSU_22010	224308.BSU22010	2.26e-213	589.0	COG0258@1|root,COG0258@2|Bacteria,1TQ05@1239|Firmicutes,4H9UW@91061|Bacilli,1ZB2Z@1386|Bacillus	2|Bacteria	L	5'3' exonuclease	polA	GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008409,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0030312,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0071944,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576	2.7.7.7	ko:K02335	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440	-	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	5_3_exonuc,5_3_exonuc_N,DNA_pol_A,DNA_pol_A_exo1
BSU_22020	224308.BSU22020	4.07e-52	164.0	2E0UC@1|root,32WBV@2|Bacteria,1VDJ2@1239|Firmicutes,4HKXT@91061|Bacilli,1ZJ5C@1386|Bacillus	2|Bacteria	S	Protein of unknown function (DUF2533)	ypbS	-	-	-	-	-	-	-	-	-	-	-	DUF2533
BSU_22030	224308.BSU22030	0.0	2276.0	COG0699@1|root,COG0699@2|Bacteria,1TR0Q@1239|Firmicutes,4HBAC@91061|Bacilli,1ZAXM@1386|Bacillus	2|Bacteria	S	Dynamin family	ypbR	GO:0000910,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022402,GO:0022607,GO:0031224,GO:0032506,GO:0044085,GO:0044425,GO:0051301,GO:0071840,GO:0090529	-	-	-	-	-	-	-	-	-	-	Dynamin_N,MMR_HSR1
BSU_22040	224308.BSU22040	3.33e-113	325.0	COG1755@1|root,COG1755@2|Bacteria,1V6IY@1239|Firmicutes,4HIFN@91061|Bacilli,1ZGT0@1386|Bacillus	2|Bacteria	S	protein conserved in bacteria	ypbQ	-	-	ko:K16168	-	-	-	-	ko00000,ko01008	-	-	-	ICMT
BSU_22050	224308.BSU22050	4.55e-266	728.0	COG3424@1|root,COG3424@2|Bacteria,1TPUK@1239|Firmicutes,4HBHH@91061|Bacilli,1ZC8W@1386|Bacillus	2|Bacteria	Q	Naringenin-chalcone synthase	bcsA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006629,GO:0006725,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009273,GO:0009698,GO:0009699,GO:0009714,GO:0009715,GO:0009987,GO:0016020,GO:0016043,GO:0019438,GO:0019748,GO:0022607,GO:0032991,GO:0034081,GO:0042180,GO:0042181,GO:0042546,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0071554,GO:0071704,GO:0071766,GO:0071770,GO:0071840,GO:0071944,GO:1901360,GO:1901362,GO:1901576	-	ko:K16167	-	-	-	-	ko00000,ko01008	-	-	-	Chal_sti_synt_C,Chal_sti_synt_N
BSU_22060	224308.BSU22060	3.14e-294	805.0	COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,4HBAM@91061|Bacilli,1ZAUK@1386|Bacillus	2|Bacteria	F	xanthine	pbuX	GO:0003674,GO:0005215,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006863,GO:0008150,GO:0015205,GO:0015851,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042906,GO:0042907,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1904823	-	ko:K02824,ko:K03458,ko:K16169,ko:K16170	-	-	-	-	ko00000,ko02000	2.A.40,2.A.40.1.1,2.A.40.1.2,2.A.40.3.1,2.A.40.3.2	-	iSB619.SA_RS02140	Xan_ur_permease
BSU_22070	224308.BSU22070	8.16e-129	367.0	COG0503@1|root,COG0503@2|Bacteria,1V1DU@1239|Firmicutes,4HFNW@91061|Bacilli,1ZFTS@1386|Bacillus	2|Bacteria	F	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis	xpt	GO:0003674,GO:0003824,GO:0003999,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006166,GO:0006168,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009119,GO:0009163,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042440,GO:0042451,GO:0042455,GO:0043094,GO:0043096,GO:0043101,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046083,GO:0046084,GO:0046112,GO:0046128,GO:0046129,GO:0046148,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.22,2.4.2.7	ko:K00759,ko:K03816,ko:K09685	ko00230,ko01100,ko01110,map00230,map01100,map01110	-	R00190,R01229,R02142,R04378	RC00063,RC00122	ko00000,ko00001,ko01000,ko03000,ko04147	-	-	iYO844.BSU22070	Pribosyltran
BSU_22080	224308.BSU22080	0.0	1011.0	COG2317@1|root,COG2317@2|Bacteria,1TPS6@1239|Firmicutes,4HAPE@91061|Bacilli,1ZB3X@1386|Bacillus	2|Bacteria	E	Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues	ypwA	GO:0003674,GO:0003824,GO:0004180,GO:0004181,GO:0005488,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0008270,GO:0016787,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:0140096,GO:1901564	3.4.17.19	ko:K01299,ko:K03281	-	-	-	-	ko00000,ko01000,ko01002	2.A.49	-	-	Peptidase_M32
BSU_22090	224308.BSU22090	1e-224	620.0	28H7K@1|root,2Z7JT@2|Bacteria,1UPH1@1239|Firmicutes,4HE88@91061|Bacilli,1ZDHF@1386|Bacillus	2|Bacteria	P	The 2-keto-3-deoxygluconate permease transports the degraded pectin products into the bacterial cell, where they serve as carbon and energy sources. This is a hydrogen coupled transport system	kdgT	GO:0003674,GO:0005215,GO:0005342,GO:0005351,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0008028,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008643,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015355,GO:0015649,GO:0015672,GO:0015711,GO:0015718,GO:0015749,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0034219,GO:0034220,GO:0035429,GO:0042873,GO:0042879,GO:0044425,GO:0044464,GO:0046411,GO:0046942,GO:0046943,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1902600,GO:1903825,GO:1905039	-	ko:K02526	-	-	-	-	ko00000,ko02000	2.A.10.1	-	iECH74115_1262.ECH74115_5364,iECSP_1301.ECSP_4972,iG2583_1286.G2583_4714,iUTI89_1310.UTI89_C4493	KdgT
BSU_22100	224308.BSU22100	2.53e-133	378.0	COG0800@1|root,COG0800@2|Bacteria,1TS0F@1239|Firmicutes,4HG4G@91061|Bacilli,1ZEB4@1386|Bacillus	2|Bacteria	G	2-dehydro-3-deoxy-phosphogluconate aldolase	eda	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008675,GO:0008700,GO:0008948,GO:0016829,GO:0016830,GO:0016831,GO:0016832,GO:0016833,GO:0042802,GO:0044424,GO:0044444,GO:0044464,GO:0106009	2.7.1.45,4.1.2.14,4.1.3.42	ko:K00874,ko:K01625	ko00030,ko00630,ko01100,ko01120,ko01200,map00030,map00630,map01100,map01120,map01200	M00008,M00061,M00308,M00631	R00470,R01541,R05605	RC00002,RC00017,RC00307,RC00308,RC00435	ko00000,ko00001,ko00002,ko01000	-	-	iECOK1_1307.ECOK1_1968,iYL1228.KPN_02365	Aldolase
BSU_22110	224308.BSU22110	6.95e-238	653.0	COG0524@1|root,COG0524@2|Bacteria,1TRRY@1239|Firmicutes,4HBH6@91061|Bacilli,1ZC46@1386|Bacillus	2|Bacteria	G	COG0524 Sugar kinases, ribokinase family	kdgK	-	2.7.1.45	ko:K00874	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200	M00061,M00308,M00631	R01541	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	PfkB
BSU_22120	224308.BSU22120	1.92e-238	656.0	COG1609@1|root,COG1609@2|Bacteria,1TQSY@1239|Firmicutes,4HAJI@91061|Bacilli,1ZEA9@1386|Bacillus	2|Bacteria	K	transcriptional	ptxS	-	-	ko:K02525	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
BSU_22130	224308.BSU22130	1.25e-204	565.0	COG3717@1|root,COG3717@2|Bacteria,1VSXE@1239|Firmicutes,4HU2K@91061|Bacilli,1ZQMN@1386|Bacillus	2|Bacteria	G	Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate	kduI	-	5.3.1.17	ko:K01815	ko00040,map00040	-	R04383	RC00541	ko00000,ko00001,ko01000	-	-	-	KduI
BSU_22140	224308.BSU22140	2.05e-179	499.0	COG1028@1|root,COG1028@2|Bacteria,1TPZ8@1239|Firmicutes,4HAMW@91061|Bacilli,1ZC4X@1386|Bacillus	2|Bacteria	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	kduD	-	1.1.1.127	ko:K00065	ko00040,map00040	-	R01542	RC00089	ko00000,ko00001,ko01000	-	-	-	adh_short,adh_short_C2
BSU_22150	224308.BSU22150	0.0	1273.0	COG1199@1|root,COG1199@2|Bacteria,1TRNV@1239|Firmicutes,4HBYD@91061|Bacilli,1ZARY@1386|Bacillus	2|Bacteria	KL	COG1199 Rad3-related DNA helicases	ypvA	-	3.6.4.12	ko:K03722	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Helicase_C_2
BSU_22169	224308.BSU22169	1.98e-30	107.0	2EJ2F@1|root,33CTM@2|Bacteria,1VQ3B@1239|Firmicutes,4HS4Z@91061|Bacilli,1ZJ7P@1386|Bacillus	2|Bacteria	S	YpzG-like protein	-	-	-	-	-	-	-	-	-	-	-	-	YpzG
BSU_22170	224308.BSU22170	2.84e-286	781.0	COG0116@1|root,COG0116@2|Bacteria,1TP0X@1239|Firmicutes,4HBKY@91061|Bacilli,1ZBJB@1386|Bacillus	2|Bacteria	L	Belongs to the methyltransferase superfamily	rlmL	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016423,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036265,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070043,GO:0070475,GO:0070476,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360	2.1.1.173,2.1.1.264	ko:K07444,ko:K12297	-	-	R07234	RC00003	ko00000,ko01000,ko03009	-	-	-	Methyltrans_SAM,THUMP,UPF0020
BSU_22180	224308.BSU22180	2.97e-60	186.0	COG3599@1|root,COG3599@2|Bacteria,1VEQ4@1239|Firmicutes,4HKUX@91061|Bacilli,1ZH10@1386|Bacillus	2|Bacteria	D	Divisome component that associates with the complex late in its assembly, after the Z-ring is formed, and is dependent on DivIC and PBP2B for its recruitment to the divisome. Together with EzrA, is a key component of the system that regulates PBP1 localization during cell cycle progression. Its main role could be the removal of PBP1 from the cell pole after pole maturation is completed. Also contributes to the recruitment of PBP1 to the division complex. Not essential for septum formation	gpsB	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K04074	-	-	-	-	ko00000,ko03036	-	-	-	DivIVA
