locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
BSU_22620,hisC,AL009126.3,BSU22620,2370415,2371497,-,histidinol-phosphate aminotransferase%3B tyrosine/phenylalanine aminotransferase (promiscuous),Amino acid transport and metabolism,P17731,Op834
BSU_22630,trpA,AL009126.3,BSU22630,2371508,2372311,-,tryptophan synthase (alpha subunit),Amino acid transport and metabolism,P07601,Op834
BSU_22640,trpB,AL009126.3,BSU22640,2372304,2373506,-,tryptophan synthase (beta subunit),Amino acid transport and metabolism,P07600,Op834
BSU_22650,trpF,AL009126.3,BSU22650,2373487,2374134,-,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,P20167,Op834
BSU_22660,trpC,AL009126.3,,2374139,2374888,-,indole-3-glycerol phosphate synthase,Amino acid transport and metabolism,,Op834
BSU_22670,trpD,AL009126.3,BSU22670,2374881,2375897,-,anthranilate phosphoribosyltransferase,Amino acid transport and metabolism,P03947,Op834
BSU_22680,trpE,AL009126.3,BSU22680,2375869,2377416,-,anthranilate synthase,Amino acid transport and metabolism,P03963,Op834
BSU_22690,aroH,AL009126.3,BSU22690,2377632,2378015,-,chorismate mutase,Amino acid transport and metabolism,P19080,Op5
BSU_22700,aroB,AL009126.3,BSU22700,2378012,2379100,-,3-dehydroquinate synthase,Amino acid transport and metabolism,P31102,Op5
BSU_22710,aroF,AL009126.3,BSU22710,2379100,2380272,-,chorismate synthase,Amino acid transport and metabolism,P31104,Op5
BSU_22720,cheR,AL009126.3,BSU22720,2380347,2381117,-,methyl-accepting chemotaxis proteins (MCPs) methyltransferase,Cell motility,P31105,Op5
BSU_22730,ndk,AL009126.3,BSU22730,2381354,2381803,-,nucleoside diphosphate kinase,Nucleotide transport and metabolism,P31103,Op5
BSU_22740,hepT,AL009126.3,BSU22740,2381919,2382965,-,heptaprenyl diphosphate synthase component II,Coenzyme transport and metabolism,P31114,Op5
BSU_22750,menG,AL009126.3,BSU22750,2382907,2383608,-,demethylmenaquinone methyltransferase,Coenzyme transport and metabolism,P31113,Op5
BSU_22760,hepS,AL009126.3,BSU22760,2383615,2384370,-,heptaprenyl diphosphate synthase component I,Coenzyme transport and metabolism,P31112,Op5
BSU_22770,mtrB,AL009126.3,BSU22770,2384534,2384761,-,tryptophan operon RNA-binding attenuation protein (TRAP),Transcription,P19466,Op835
BSU_22780,folEA,AL009126.3,BSU22780,2384783,2385355,-,GTP cyclohydrolase I,Coenzyme transport and metabolism,P19465,Op835
BSU_22790,hbs,AL009126.3,BSU22790,2385543,2385821,-,non-specific DNA-binding protein HBsu,"Replication, recombination and repair",P08821,Op836
BSU_22800,spoIVA,AL009126.3,BSU22800,2386195,2387673,-,morphogenetic stage IV sporulation protein,Function unknown,P35149,Op837
BSU_22810,yphF,AL009126.3,BSU22810,2387854,2388588,-,putative lipoprotein of unknown function,No COG annotation,P39911,Op5
BSU_22820,yphE,AL009126.3,BSU22820,2388610,2388813,-,conserved protein of unknown function,Function unknown,P50744,Op5
BSU_22830,gpsA,AL009126.3,BSU22830,2389151,2390188,-,NADPH-dependent glycerol-3-phosphate dehydrogenase,Lipid transport and metabolism,P46919,Op5
BSU_22840,der,AL009126.3,BSU22840,2390206,2391516,-,GTPase essential for ribosome 50S subunit assembly (maturation of the 50S subunit central protoberance),Function unknown,P50743,Op5
BSU_22849,ypzH,AL009126.3,BSU22849,2391670,2391864,-,conserved protein of unknown function,No COG annotation,C0H445,Op838
BSU_22850,yphB,AL009126.3,BSU22850,2391861,2392754,-,conserved membrane protein of unknown function,Function unknown,P50742,Op838
BSU_22860,yphA,AL009126.3,BSU22860,2392751,2393350,-,conserved membrane protein of unknown function,No COG annotation,P50741,Op838
BSU_22869,ypzI,AL009126.3,BSU22869,2393428,2393559,+,putative sporulation-related protein,No COG annotation,,Op839
BSU_22870,fni,AL009126.3,BSU22870,2393602,2394651,-,isopentenyl diphosphate isomerase (typeII),Energy production and conversion,P50740,Op5
BSU_22880,rpfA,AL009126.3,BSU22880,2394664,2395812,-,RNA degradation presenting factor (ribosomal protein S1 homolog),"Translation, ribosomal structure and biogenesis",P38494,Op5
BSU_22890,cmk,AL009126.3,BSU22890,2396045,2396719,-,cytidylate kinase,Nucleotide transport and metabolism,P38493,Op5
BSU_22900,ypfB,AL009126.3,BSU22900,2396798,2396974,-,conserved hypothetical protein,Function unknown,P38492,Op5
BSU_22910,dgrA,AL009126.3,BSU22910,2397019,2397672,-,cyclic di-GMP receptor,Cell wall/membrane/envelope biogenesis,P38491,Op5
BSU_22920,sleC,AL009126.3,BSU22920,2397765,2399117,-,spore germination membrane component,Coenzyme transport and metabolism,P38490,Op840
BSU_22930,sleB,AL009126.3,BSU22930,2399152,2400069,-,spore germination cortex-lytic enzyme,Cell wall/membrane/envelope biogenesis,P50739,Op840
BSU_22940,prsW,AL009126.3,BSU22940,2400208,2400864,-,protease required for RsiW anti-sigma(W) degradation,Function unknown,P50738,Op5
BSU_22950,ypdA,AL009126.3,BSU22950,2400984,2401958,-,putative bacillithiol biosynthesis thiol disulfide oxidoreductase,"Post-translational modification, protein turnover, and chaperones",P50736,Op5
BSU_22960,gudB,AL009126.3,BSU22960,2402067,2403350,-,cryptic glutamate dehydrogenase (active after removal of a 9 bp insert),Amino acid transport and metabolism,P50735,Op841
BSU_22970,mecB,AL009126.3,BSU22970,2403506,2404090,-,adaptor to ClpC%3B regulator of competence and sporulation,Cell motility,P50734,Op5
BSU_22980,ypbG,AL009126.3,BSU22980,2404249,2405028,-,putative phosphoesterase,Function unknown,P50733,Op5
BSU_22990,ypbF,AL009126.3,BSU22990,2405114,2405557,-,conserved protein of unknown function,Function unknown,P50732,Op5
BSU_23000,ypbE,AL009126.3,BSU23000,2405620,2406342,-,putative enzyme possibly involved in cell wall turnover,Cell wall/membrane/envelope biogenesis,P50731,Op5
BSU_23010,ypbD,AL009126.3,BSU23010,2406293,2406862,-,conserved membrane protein of unknown function,Function unknown,P50730,Op5
BSU_23020,recS,AL009126.3,BSU23020,2406922,2408412,-,ATP-dependent DNA helicase,"Replication, recombination and repair",P50729,Op5
BSU_23030,gmmB,AL009126.3,BSU23030,2408405,2409463,-,subunit of the platform for genome maintenance machinery,Function unknown,P50728,Op5
BSU_23040,fer,AL009126.3,BSU23040,2409729,2409977,+,ferredoxin,Energy production and conversion,P50727,Op842
BSU_23050,fmnP,AL009126.3,BSU23050,2410017,2410589,-,FMN permease,"Intracellular trafficking, secretion, and vesicular transport",P50726,Op843
BSU_23070,serA,AL009126.3,BSU23070,2411086,2412663,+,3-phosphoglycerate dehydrogenase,Amino acid transport and metabolism,P35136,Op844
BSU_23080,aroC,AL009126.3,BSU23080,2412706,2413473,-,3-dehydroquinate dehydratase,Amino acid transport and metabolism,P35146,Op845
BSU_23090,rsiX,AL009126.3,BSU23090,2413585,2414691,-,negative regulator of sigma(X) activity,No COG annotation,P35166,Op846
BSU_23100,sigX,AL009126.3,BSU23100,2414627,2415211,-,RNA polymerase ECF(extracytoplasmic function)-type sigma factor sigma(X),Transcription,P35165,Op846
BSU_23110,resE,AL009126.3,BSU23110,2415415,2417184,-,two-component sensor histidine kinase (ResD / ResE),Signal transduction mechanisms,P35164,Op847
BSU_23120,resD,AL009126.3,BSU23120,2417181,2417903,-,two-component response regulator (ResD / ResE),Signal transduction mechanisms,P35163,Op847
BSU_23130,resC,AL009126.3,BSU23130,2417984,2419159,-,factor required for cytochrome c synthesis,"Post-translational modification, protein turnover, and chaperones",P35162,Op847
BSU_23140,resB,AL009126.3,BSU23140,2419179,2420807,-,factor required for cytochrome c synthesis,"Post-translational modification, protein turnover, and chaperones",P35161,Op847
BSU_23150,resA,AL009126.3,BSU23150,2420804,2421343,-,extracytoplasmic thioredoxin involved in cytochrome c maturation (lipoprotein),Energy production and conversion,P35160,Op847
BSU_23160,rluB,AL009126.3,BSU23160,2421438,2422172,-,23S rRNA pseudouridine 2633 (%3D2605 standard) pseudouridine synthase,"Translation, ribosomal structure and biogenesis",P35159,Op5
BSU_23170,spmB,AL009126.3,BSU23170,2422264,2422800,-,spore maturation protein,Function unknown,P35158,Op848
BSU_23180,spmA,AL009126.3,BSU23180,2422805,2423395,-,spore maturation protein,Function unknown,P35157,Op848
BSU_23190,dacB,AL009126.3,BSU23190,2423383,2424531,-,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5*) (required for spore cortex),Cell wall/membrane/envelope biogenesis,P35150,Op848
BSU_23200,ypuI,AL009126.3,BSU23200,2424654,2425193,-,conserved protein of unknown function,Function unknown,P35156,Op849
BSU_23210,spcB,AL009126.3,BSU23210,2425248,2425841,-,chromosome condensation and segregation factor,"Cell cycle control, cell division, chromosome partitioning",P35155,Op849
BSU_23220,scpA,AL009126.3,BSU23220,2425831,2426586,-,chromosome condensation and partitioning factor,"Cell cycle control, cell division, chromosome partitioning",P35154,Op849
BSU_23230,ypuF,AL009126.3,BSU23230,2426867,2427391,+,conserved protein of unknown function,Function unknown,P17617,Op850
BSU_23240,ypzK,AL009126.3,BSU23240,2427405,2427779,-,putative riboflavin synthesis-related N-acetyltransferase,Transcription,P17622,Op851
BSU_23250,ribH,AL009126.3,BSU23250,2427892,2428356,-,6%2C7-dimethyl-8-ribityllumazine synthase%2C beta subunit,Coenzyme transport and metabolism,P11998,Op851
BSU_23260,ribBA,AL009126.3,BSU23260,2428389,2429585,-,fused 3%2C4-dihydroxy-2-butanone 4-phosphate synthase and GTP cyclohydrolase II,Coenzyme transport and metabolism,P17620,Op851
BSU_23270,ribE,AL009126.3,BSU23270,2429600,2430247,-,riboflavin synthase (alpha subunit),Coenzyme transport and metabolism,P16440,Op851
BSU_23280,ribD,AL009126.3,BSU23280,2430258,2431343,-,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase%3B 5-amino-6-(5-phosphoribosylamino) uracil reductase,Coenzyme transport and metabolism,P17618,Op851
BSU_23300,ypuD,AL009126.3,BSU23300,2431737,2432081,-,conserved protein of unknown function,No COG annotation,P17616,Op852
BSU_23310,sipS,AL009126.3,BSU23310,2432316,2432870,-,type I signal peptidase,"Intracellular trafficking, secretion, and vesicular transport",P28628,Op853
BSU_23320,ypzC,AL009126.3,BSU23320,2433137,2433373,+,hypothetical protein,No COG annotation,O32012,Op854
BSU_23328,ypzJ,AL009126.3,BSU23328,2433316,2433522,-,conserved hypothetical protein,Function unknown,C0H447,Op5
BSU_23329,ypuC,AL009126.3,,2433631,2433885,-,fragment of hypothetical protein,No COG annotation,,Op855
BSU_23330,ypuC,AL009126.3,,2433878,2434165,-,fragment of hypothetical protein,Function unknown,,Op855
BSU_23340,ypuB,AL009126.3,BSU23340,2434143,2434346,-,hypothetical protein,No COG annotation,P35151,Op855
BSU_23349,BSU_23349,AL009126.3,,2434755,2434871,+,hypothetical protein,No COG annotation,,Op856
BSU_23350,ypzD,AL009126.3,BSU23350,2435012,2435224,+,putative germination protein,No COG annotation,O32013,Op857
BSU_23360,ppiB,AL009126.3,BSU23360,2435360,2435791,-,peptidyl-prolyl isomerase,"Post-translational modification, protein turnover, and chaperones",P35137,Op858
BSU_23370,ypuA,AL009126.3,BSU23370,2436045,2436917,+,putative exported protein,Function unknown,P31847,Op859
BSU_23380,lysA,AL009126.3,BSU23380,2436947,2438266,-,meso-2%2C6-diaminopimelate decarboxylase,Amino acid transport and metabolism,P23630,Op5
BSU_23390,spoVAF,AL009126.3,BSU23390,2438372,2439853,-,stage V sporulation protein AF,Amino acid transport and metabolism,P31845,Op860
BSU_23401,spoVAEA,AL009126.3,BSU23401,2439804,2440415,-,stage V sporulation germinant protein,Function unknown,P40870,Op860
BSU_23402,spoVAEB,AL009126.3,BSU23402,2440423,2440773,-,spore germinant protein,Function unknown,C0H450,Op860
BSU_23410,spoVAD,AL009126.3,BSU23410,2440775,2441791,-,stage V sporulation protein AD (uptake of pyridine-2%2C6-dicarboxylic acid),Lipid transport and metabolism,P40869,Op860
BSU_23420,spoVAC,AL009126.3,BSU23420,2441804,2442256,-,mechanosensitive channel%3B stage V sporulation protein AC,Function unknown,P40868,Op860
BSU_23430,spoVAB,AL009126.3,BSU23430,2442269,2442694,-,stage V sporulation protein AB,Function unknown,P40867,Op860
BSU_23440,spoVAA,AL009126.3,BSU23440,2442684,2443304,-,stage V sporulation protein AA,Function unknown,P40866,Op860
BSU_23450,sigF,AL009126.3,BSU23450,2443429,2444196,-,RNA polymerase sporulation-specific sigma factor (sigma-F),Transcription,P07860,Op861
BSU_23460,spoIIAB,AL009126.3,BSU23460,2444208,2444648,-,anti-sigma factor (antagonist of sigma(F)) and serine kinase,Nucleotide transport and metabolism,P10728,Op861
BSU_23470,spoIIAA,AL009126.3,BSU23470,2444645,2444998,-,anti-anti-sigma factor (antagonist of SpoIIAB),Signal transduction mechanisms,P10727,Op861
BSU_23480,dacF,AL009126.3,BSU23480,2445094,2446263,-,D-alanyl-D-alanine carboxypeptidase (penicilin binding protein),Cell wall/membrane/envelope biogenesis,P38422,Op861
BSU_23490,pupG,AL009126.3,BSU23490,2446418,2447233,-,purine nucleoside phosphorylase,Nucleotide transport and metabolism,P46354,Op862
BSU_23500,deoB,AL009126.3,BSU23500,2447246,2448430,-,1%2C5-phosphopentomutase,Carbohydrate transport and metabolism,P46353,Op862
BSU_23510,ripX,AL009126.3,BSU23510,2448591,2449481,-,site-specific tyrosine recombinase for chromosome partitioning,"Replication, recombination and repair",P46352,Op863
BSU_23519,yqzK,AL009126.3,BSU23519,2449489,2449716,-,conserved protein of unknown function,Function unknown,C0H451,Op863
BSU_23520,fur,AL009126.3,BSU23520,2449841,2450290,-,transcriptional regulator for iron transport and metabolism,Inorganic ion transport and metabolism,P54574,Op864
BSU_23530,spoIIM,AL009126.3,BSU23530,2450403,2451047,-,autolysin component for dissolution of the septal cell wall (stage II sporulation),Function unknown,P37873,Op865
BSU_23540,yqkK,AL009126.3,BSU23540,2451148,2451363,-,conserved protein of unknown function,No COG annotation,P54573,Op5
BSU_23550,mleA,AL009126.3,BSU23550,2451463,2452782,-,catabolic NAD-dependent malic enzyme (conversion of malate into pyruvate),Energy production and conversion,P54572,Op5
BSU_23560,mleN,AL009126.3,BSU23560,2452800,2454206,-,malate-H+/Na+-lactate antiporter,Energy production and conversion,P54571,Op5
BSU_23570,ansB,AL009126.3,BSU23570,2454347,2455774,-,L-aspartase (aspartate ammonia lyase),Amino acid transport and metabolism,P26899,Op866
BSU_23580,ansA,AL009126.3,BSU23580,2455819,2456808,-,exported L-asparaginase,Amino acid transport and metabolism,P26900,Op866
BSU_23590,ansR,AL009126.3,BSU23590,2456990,2457340,+,transcriptional regulator of ansAB (Xre family),Transcription,Q07683,Op867
BSU_23600,yqxK,AL009126.3,BSU23600,2457349,2458512,-,putative nucleotide binding protein,"Replication, recombination and repair",P38423,Op5
BSU_23610,nudF,AL009126.3,BSU23610,2458509,2459066,-,isopentenyl pyrophosphate and dimethylallyl pyrophosphate diphosphatase (moonlighting ADP-ribose pyrophosphatase),"Replication, recombination and repair",P54570,Op5
BSU_23616,mciZ,AL009126.3,BSU23616,2459141,2459263,+,cell division inhibitor,No COG annotation,L8EBJ9,Op5
BSU_23620,yqkF,AL009126.3,BSU23620,2459326,2460246,+,NADPH-dependent aldo-keto reductase (acts on 4-hydroxy-2%2C3-trans-nonenal),Energy production and conversion,P54569,Op868
BSU_23630,yqkE,AL009126.3,BSU23630,2460278,2460502,-,conserved protein of unknown function,Function unknown,P54568,Op869
BSU_23640,yqkD,AL009126.3,BSU23640,2460664,2461581,+,putative hydrolase,Function unknown,P54567,Op870
BSU_23650,yqkC,AL009126.3,BSU23650,2461621,2461860,-,conserved protein of unknown function,Function unknown,P54566,Op871
BSU_23660,yqkB,AL009126.3,BSU23660,2461873,2462196,-,conserved protein of unknown function,Function unknown,P54565,Op871
BSU_23670,yqkA,AL009126.3,BSU23670,2462193,2463224,-,conserved protein of unknown function,Transcription,P54564,Op871
BSU_23680,yqjZ,AL009126.3,BSU23680,2463217,2463561,-,putative degradation enzyme (oxygenase),Function unknown,P54563,Op871
BSU_23690,yqjY,AL009126.3,BSU23690,2463571,2464041,-,putative N-acetyltransferase,Transcription,P54562,Op871
BSU_23700,yqjX,AL009126.3,BSU23700,2464227,2464565,-,conserved protein of unknown function,Function unknown,P54561,Op872
BSU_23710,polYB,AL009126.3,BSU23710,2464562,2465800,-,Y family DNA polymerase V bypassing lesions during replication,"Replication, recombination and repair",P54560,Op872
BSU_23720,yqzH,AL009126.3,BSU23720,2465966,2466172,+,conserved protein of unknown function,No COG annotation,O32014,Op873
BSU_23730,yqjV,AL009126.3,BSU23730,2466721,2467953,+,putative efflux transporter,Carbohydrate transport and metabolism,P54559,Op874
BSU_23740,yqjU,AL009126.3,BSU23740,2467800,2468162,+,hypothetical protein,No COG annotation,,Op874
BSU_23750,yqjT,AL009126.3,BSU23750,2468159,2468545,-,putative lyase,Amino acid transport and metabolism,P54557,Op875
BSU_23760,coaA,AL009126.3,BSU23760,2468549,2469508,-,pantothenate kinase,Nucleotide transport and metabolism,P54556,Op875
BSU_23770,dsdA,AL009126.3,BSU23770,2469580,2470926,-,D-serine ammonia-lyase,Amino acid transport and metabolism,P54555,Op875
BSU_23780,yqjQ,AL009126.3,BSU23780,2471002,2471781,-,putative metabolite dehydrogenase%2C NAD-binding,Function unknown,P54554,Op875
BSU_23790,yqjP,AL009126.3,BSU23790,2471787,2472746,-,putative metal-dependent hydrolase,Function unknown,P54553,Op875
BSU_23800,proI,AL009126.3,BSU23800,2473151,2473987,+,pyrroline-5-carboxylate reductase (NADP-dependent%2C weak activity),Amino acid transport and metabolism,P54552,Op876
BSU_23810,yqjN,AL009126.3,BSU23810,2474028,2475671,-,putative N-deacylase,Amino acid transport and metabolism,P54551,Op877
BSU_23820,yqjM,AL009126.3,BSU23820,2475843,2476859,+,NADPH-dependent flavin oxidoreductase (acting on cinnamaldehyde-related compounds),Energy production and conversion,P54550,Op878
BSU_23830,yqjL,AL009126.3,BSU23830,2476969,2477730,+,putative hydrolase,Function unknown,P54549,Op879
BSU_23836,rpmGCc,AL009126.3,,2477777,2477899,-,ribosomal protein L33* pseudogene,"Translation, ribosomal structure and biogenesis",,Op5
BSU_23837,rpmGCn,AL009126.3,,2477892,2477924,-,ribosomal protein L33C pseudogene,No COG annotation,,Op5
BSU_23840,rnz,AL009126.3,BSU23840,2478006,2478929,-,ribonuclease Z,Function unknown,P54548,Op880
BSU_23850,zwf,AL009126.3,BSU23850,2479156,2480625,+,glucose-6-phosphate 1-dehydrogenase (NADP-dependent),Carbohydrate transport and metabolism,P54547,Op881
BSU_23860,gndA,AL009126.3,BSU23860,2480750,2482159,-,NADP+-dependent 6-P-gluconate dehydrogenase,Carbohydrate transport and metabolism,P80859,Op882
BSU_23870,polYA,AL009126.3,BSU23870,2482269,2483513,-,DNA-damage lesion bypass DNA polymerase,"Replication, recombination and repair",P54545,Op882
BSU_23880,mifM,AL009126.3,BSU23880,2483586,2483873,+,regulator of OxaAB translation,No COG annotation,Q7WY64,Op5
BSU_23890,oxaAB,AL009126.3,BSU23890,2483904,2484731,+,Sec-independent factor for membrane protein insertion (YidC/SpoIIIJ family),"Intracellular trafficking, secretion, and vesicular transport",P54544,Op883
